name,full_name,team,position,price,total_points,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,xG,xA,xGI,xGC,form,points_per_game,selected_by_percent,status,chance_of_playing,news
Bernardo,Bernardo Mota Veiga de Carvalho e Silva,Man City,MID,6.2,46,1493,0,2,7,15,0,0,0,5,0,0,0,231,183.4,321.7,99.0,60.3,0.63,1.75,2.38,18.69,2.2,2.2,0.5,a,,
Cherki,Rayan Cherki,Man City,MID,6.8,76,834,2,8,4,7,0,0,0,1,0,0,11,328,338.2,512.3,265.0,111.7,1.71,5.33,7.04,10.81,5.4,4.8,15.2,a,100.0,
Doku,Jérémy Doku,Man City,MID,6.4,69,1084,1,7,5,11,0,0,0,0,0,0,9,295,295.8,549.3,372.0,121.6,1.79,4.22,6.01,13.08,2.0,3.8,3.0,a,100.0,
Gündoğan,İlkay Gündoğan,Man City,MID,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Galatasaray permanently.
Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,Man City,MID,6.3,19,453,0,0,1,4,0,0,0,0,0,0,1,106,97.4,123.1,29.0,24.9,0.14,0.66,0.8,6.51,1.4,2.1,0.4,a,100.0,
Kovačić,Mateo Kovačić,Man City,MID,5.9,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2.6,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,i,0.0,Ankle injury - Unknown return date
N.Gonzalez,Nico González Iglesias,Man City,MID,5.9,55,1331,1,0,7,13,0,0,0,4,0,0,1,287,269.0,183.5,64.0,51.6,0.56,0.91,1.47,15.72,2.2,2.9,0.1,d,75.0,Knock - 75% chance of playing
Bobb,Oscar Bobb,Man City,MID,5.1,18,464,0,1,2,5,0,0,0,1,0,0,0,82,69.8,154.3,87.0,31.2,0.4,1.15,1.55,5.1,0.0,2.0,0.2,i,0.0,Hamstring injury - Unknown return date
Echeverri,Claudio Echeverri,Man City,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Bayer Leverkusen on loan for the rest of the season.
Reijnders,Tijjani Reijnders,Man City,MID,5.2,78,1332,5,2,6,15,0,0,0,2,0,0,6,305,318.8,292.3,360.0,96.6,3.61,1.75,5.36,15.83,5.8,3.9,12.3,a,,
Nypan,Sverre Nypan,Man City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Middlesbrough on loan for the rest of the season.
Phillips,Kalvin Phillips,Man City,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Haaland,Erling Haaland,Man City,FWD,15.1,163,1822,20,4,10,18,0,0,1,0,0,0,31,666,828.6,152.7,1021.0,200.4,18.47,1.26,19.73,22.69,5.6,7.8,74.2,a,100.0,
Donnarumma,Gianluigi Donnarumma,Man City,GK,5.7,69,1620,0,0,8,15,0,1,0,5,0,38,0,290,330.0,0.0,0.0,33.1,0.0,0.0,0.0,19.27,3.8,3.8,10.0,a,,
Mukasa,Divine Mukasa,Man City,MID,4.4,1,15,0,0,0,0,0,0,0,0,0,0,0,2,2.0,17.8,0.0,2.0,0.0,0.2,0.2,0.18,0.2,1.0,0.0,a,,
Mfuni,Stephen Mfuni,Man City,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
McAidoo,Ryan McAidoo,Man City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Gray,Charlie Gray,Man City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Heskey,Reigan Heskey,Man City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Alleyne,Max Alleyne,Man City,DEF,4.5,4,90,0,0,0,1,0,0,0,0,0,0,0,17,25.8,12.8,9.0,4.8,0.16,0.05,0.21,1.16,4.0,4.0,0.0,a,,
Mbeumo,Bryan Mbeumo,Man Utd,MID,8.1,74,1405,6,1,2,25,0,0,0,3,0,0,10,292,360.0,472.6,527.0,135.9,5.35,3.41,8.76,20.83,0.0,4.6,9.0,a,100.0,
Bayindir,Altay Bayındır,Man Utd,GK,4.7,11,540,0,0,0,11,0,0,0,0,0,13,0,49,118.4,10.0,0.0,12.8,0.0,0.05,0.05,9.24,0.0,1.8,0.3,a,,
Onana,André Onana,Man Utd,GK,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Trabzonspor on loan for the rest of the season.
Harrison,Elyh Harrison,Man Utd,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,On loan to Shrewsbury Town
Heaton,Tom Heaton,Man Utd,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,
Mee,Dermot Mee,Man Utd,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
De Ligt,Matthijs de Ligt,Man Utd,DEF,4.9,43,1170,1,0,1,20,0,0,0,0,0,0,5,169,276.6,60.2,122.0,45.7,1.38,0.83,2.21,18.73,0.0,3.3,2.0,i,0.0,Back injury - Unknown return date
Martinez,Lisandro Martínez,Man Utd,DEF,4.8,22,454,0,0,1,6,0,0,0,0,0,0,2,87,116.8,51.7,6.0,17.6,0.05,0.2,0.25,4.16,3.6,2.4,0.5,a,100.0,
Mazraoui,Noussair Mazraoui,Man Utd,DEF,4.9,17,439,0,0,1,5,0,0,0,1,0,0,2,93,106.6,51.1,14.0,17.1,0.02,0.23,0.24,3.93,0.0,1.9,0.2,n,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Expected back 25 Jan
D.Leon,Diego León Blanco,Man Utd,DEF,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Dalot,Diogo Dalot Teixeira,Man Utd,DEF,4.5,65,1404,1,5,3,26,0,0,0,2,0,0,5,209,304.6,276.4,111.0,69.2,1.23,1.51,2.74,20.91,3.6,3.4,4.0,a,100.0,
Dorgu,Patrick Dorgu,Man Utd,DEF,4.2,51,1159,1,3,2,19,0,0,0,5,0,0,5,198,314.8,338.0,195.0,84.8,1.27,1.4,2.67,17.53,6.0,2.5,6.9,a,,
Maguire,Harry Maguire,Man Utd,DEF,4.3,33,341,1,1,2,4,0,0,0,0,0,0,3,83,86.8,16.3,40.0,14.3,0.32,0.02,0.34,6.7,0.0,4.1,0.5,a,100.0,
Shaw,Luke Shaw,Man Utd,DEF,4.5,47,1818,0,1,3,29,0,0,0,3,0,0,0,215,322.4,214.5,33.0,57.0,0.08,1.18,1.26,24.93,2.6,2.2,0.6,a,,
Yoro,Leny Yoro,Man Utd,DEF,4.2,35,1133,0,1,1,24,0,0,0,0,0,0,1,105,194.6,61.3,73.0,32.8,0.68,0.24,0.92,17.22,1.2,1.7,1.3,a,,
Amass,Harry Amass,Man Utd,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Sheffield Wednesday on loan for the rest of the season.
Fredricson,Tyler Fredricson,Man Utd,DEF,3.8,1,2,0,0,0,0,0,0,0,0,0,0,0,4,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.2,1.0,0.1,a,,
Heaven,Ayden Heaven,Man Utd,DEF,3.9,25,635,0,1,1,12,1,0,0,1,0,0,0,104,174.6,27.2,26.0,22.8,0.34,0.17,0.51,7.95,3.4,2.5,2.7,a,100.0,
Malacia,Tyrell Malacia,Man Utd,DEF,3.8,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.2,1.0,0.4,a,,
B.Fernandes,Bruno Borges Fernandes,Man Utd,MID,9.1,106,1535,5,8,1,28,0,0,2,2,0,0,19,479,632.0,823.4,335.0,179.3,7.07,5.09,12.16,22.78,1.6,5.9,13.3,a,100.0,
Cunha,Matheus Santos Carneiro da Cunha,Man Utd,MID,8.1,66,1372,4,1,3,21,0,0,0,1,0,0,6,282,325.8,305.9,463.0,109.6,4.88,1.98,6.86,19.44,4.8,3.7,10.9,a,100.0,
Rashford,Marcus Rashford,Man Utd,MID,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Barcelona on loan for the rest of the season
Amad,Amad Diallo,Man Utd,MID,6.2,56,1203,2,4,2,18,0,0,0,1,0,0,6,283,287.2,392.2,301.0,98.2,3.58,2.78,6.36,15.45,0.0,3.7,1.0,a,100.0,
Antony,Antony dos Santos,Man Utd,MID,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Real Betis permanently.
Mount,Mason Mount,Man Utd,MID,5.9,45,811,3,0,3,14,0,0,0,0,0,0,3,161,162.4,198.5,158.0,51.9,1.54,1.4,2.94,10.3,0.8,2.8,0.4,a,100.0,
Casemiro,Carlos Henrique Casimiro,Man Utd,MID,5.5,87,1304,4,3,4,17,0,0,0,5,1,0,11,322,394.4,274.0,252.0,92.2,3.08,1.57,4.65,14.9,4.0,4.6,1.4,a,100.0,
Mainoo,Kobbie Mainoo,Man Utd,MID,4.6,12,228,0,0,0,7,0,0,0,0,0,0,0,48,48.4,90.1,18.0,15.7,0.09,0.26,0.35,4.26,0.2,1.0,0.4,a,100.0,
Ugarte,Manuel Ugarte Ribeiro,Man Utd,MID,4.7,28,721,0,0,1,18,0,0,0,1,0,0,0,144,114.2,60.7,32.0,20.5,0.31,0.15,0.46,13.36,2.8,1.9,0.2,a,,
Collyer,Toby Collyer,Man Utd,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined West Bromwich Albion on loan for the rest of the season.
Fitzgerald,Jayce Fitzgerald,Man Utd,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
J.Fletcher,Jack Fletcher,Man Utd,MID,4.3,3,107,0,0,0,0,0,0,0,0,0,0,0,10,18.6,24.4,5.0,4.8,0.03,0.02,0.05,1.86,0.6,1.0,0.1,a,,
Kone,Sékou Koné,Man Utd,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Moorhouse,Jack Moorhouse,Man Utd,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Leyton Orient on loan for the rest of the season.
Højlund,Rasmus Højlund,Man Utd,FWD,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,u,0.0,has joined Napoli on loan for the rest of the season.
Zirkzee,Joshua Zirkzee,Man Utd,FWD,5.8,33,481,2,1,1,7,0,0,0,1,0,0,6,116,141.0,129.2,166.0,43.3,1.77,0.29,2.06,6.41,3.0,2.4,0.5,a,100.0,
Obi,Chido Obi,Man Utd,FWD,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,a,,
Wheatley,Ethan Wheatley,Man Utd,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Northampton Town on loan for the rest of the season.
Šeško,Benjamin Sesko,Man Utd,FWD,7.2,55,1038,4,2,1,20,0,0,0,1,0,0,8,168,227.4,125.2,486.0,83.1,4.95,0.2,5.15,15.32,4.0,3.2,3.5,a,100.0,
Lammens,Senne Lammens,Man Utd,GK,5.0,41,1350,0,0,2,21,0,0,0,0,0,33,4,155,287.2,0.0,2.0,28.9,0.0,0.0,0.0,17.61,3.2,2.7,1.9,a,,
Lacey,Shea Lacey,Man Utd,MID,4.5,2,12,0,0,0,0,0,0,0,0,0,0,0,8,4.0,1.5,11.0,1.5,0.07,0.0,0.07,0.11,0.4,1.0,0.0,s,0.0,Suspended until 25 Jan
Bendito Mantato,Bendito Mantato,Man Utd,MID,4.5,1,15,0,0,0,0,0,0,0,0,0,0,0,3,2.2,11.7,0.0,1.4,0.0,0.01,0.01,0.05,0.2,1.0,0.0,a,,
Fletcher,Tyler Fletcher,Man Utd,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Kukonki,Godwill Kukonki,Man Utd,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
J.Ramsey,Jacob Ramsey,Newcastle,MID,5.3,14,505,0,0,0,11,0,0,0,2,0,0,0,81,60.6,139.1,64.0,26.4,0.34,0.63,0.97,9.0,1.4,1.2,0.2,a,100.0,
Wissa,Yoane Wissa,Newcastle,FWD,7.3,12,241,1,0,1,3,0,0,0,1,0,0,0,39,38.8,19.6,95.0,14.8,1.51,0.35,1.86,3.62,2.0,1.7,1.0,a,100.0,
Pope,Nick Pope,Newcastle,GK,5.1,65,1336,0,1,6,17,0,0,0,1,0,45,3,267,358.2,0.0,0.0,35.8,0.0,0.0,0.0,16.16,2.0,4.3,5.2,a,100.0,
Gillespie,Mark Gillespie,Newcastle,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Odysseas,Odysseas Vlachodimos,Newcastle,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Sevilla on loan for the rest of the season.
Hall,Lewis Hall,Newcastle,DEF,5.3,42,940,0,2,2,16,0,0,0,1,0,0,1,187,256.4,177.0,86.0,51.9,0.49,1.52,2.01,14.24,3.6,3.0,3.0,a,100.0,
Schär,Fabian Schär,Newcastle,DEF,5.3,51,1089,0,0,4,13,0,0,0,1,0,0,0,186,291.2,63.6,108.0,46.4,0.97,0.6,1.57,13.85,3.4,3.2,1.7,i,0.0,Ankle injury - Expected back 18 Apr
Botman,Sven Botman,Newcastle,DEF,4.9,36,700,0,1,3,11,1,0,0,0,0,0,4,139,197.8,45.4,52.0,29.4,0.27,0.25,0.52,9.48,0.8,3.3,0.3,a,100.0,
Burn,Dan Burn,Newcastle,DEF,5.0,67,1255,0,3,6,17,0,0,0,3,1,0,5,196,270.2,72.4,60.0,40.3,0.12,0.3,0.42,12.38,0.0,4.5,3.4,i,0.0,Rib Injury - Expected back 25 Jan
Livramento,Tino Livramento,Newcastle,DEF,4.9,49,1048,0,1,5,10,0,0,0,1,0,0,3,218,190.8,178.1,36.0,40.5,0.12,0.57,0.69,11.0,0.4,3.8,2.2,i,0.0,Hamstring injury - Unknown return date
Trippier,Kieran Trippier,Newcastle,DEF,4.9,30,699,0,0,4,10,0,0,0,1,0,0,2,121,113.0,230.7,4.0,34.6,0.0,0.9,0.9,7.51,0.0,3.3,1.3,a,100.0,
Krafth,Emil Krafth,Newcastle,DEF,4.3,0,45,0,0,0,2,0,0,0,0,0,0,0,-8,1.4,1.2,0.0,0.3,0.0,0.0,0.0,0.25,0.0,0.0,0.0,i,0.0,Knee injury - Unknown return date
Lascelles,Jamaal Lascelles,Newcastle,DEF,4.3,1,19,0,0,0,2,0,0,0,0,0,0,0,0,10.2,0.0,7.0,1.7,0.04,0.0,0.04,0.55,0.0,0.5,0.1,d,25.0,Lack of match fitness - 25% chance of playing
A.Murphy,Alex Murphy,Newcastle,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,a,,
Ashby,Harrison Ashby,Newcastle,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Bradford City on loan for the rest of the season.
Pivas,Miodrag Pivaš,Newcastle,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,a,,
Targett,Matt Targett,Newcastle,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Middlesbrough on loan for the rest of the season.
Gordon,Anthony Gordon,Newcastle,MID,7.5,50,999,2,3,5,17,0,0,0,2,1,0,4,172,185.0,248.4,277.0,70.7,4.29,2.52,6.81,11.42,4.0,3.1,5.8,a,100.0,
Elanga,Anthony Elanga,Newcastle,MID,6.5,27,675,0,1,2,14,0,0,0,0,0,0,0,89,76.6,139.2,105.0,32.1,1.12,0.49,1.61,9.02,0.2,1.6,2.6,a,100.0,
Barnes,Harvey Barnes,Newcastle,MID,6.1,65,942,5,0,3,12,0,0,0,0,0,0,8,214,268.8,217.1,406.0,89.0,4.27,1.77,6.04,11.33,4.0,3.2,1.5,a,,
Bruno G.,Bruno Guimarães Rodriguez Moura,Newcastle,MID,7.2,117,1749,8,5,5,27,0,0,0,4,0,0,18,509,585.0,491.6,315.0,139.2,3.88,2.51,6.39,22.51,7.0,5.8,22.8,a,,
J.Murphy,Jacob Murphy,Newcastle,MID,6.0,51,1005,2,1,6,9,0,0,0,0,0,0,2,209,209.2,299.6,266.0,77.3,2.75,2.32,5.07,11.71,1.8,2.8,0.7,d,25.0,Hamstring injury - 25% chance of playing
Joelinton,Joelinton Cássio Apolinário de Lira,Newcastle,MID,5.9,53,1227,2,0,4,17,0,0,0,5,0,0,2,216,231.6,179.9,232.0,64.4,1.26,0.89,2.15,16.47,4.4,3.1,0.4,a,100.0,
Tonali,Sandro Tonali,Newcastle,MID,5.3,50,1427,0,1,6,17,0,0,0,2,0,0,1,268,227.4,295.0,109.0,63.3,0.66,1.5,2.16,17.02,2.2,2.4,1.0,a,100.0,
Antoñito C.,Antoñito Cordero Campillo,Newcastle,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Cadiz on loan for the rest of the season.
Willock,Joe Willock,Newcastle,MID,5.0,14,233,0,0,2,2,0,0,0,1,0,0,0,54,35.4,49.6,27.0,11.0,0.6,0.11,0.71,3.44,0.8,1.3,0.1,a,100.0,
Hayden,Isaac Hayden,Newcastle,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has departed the club as a free agent.
Kuol,Garang Kuol,Newcastle,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Sparta Prague permanently.
L.Miley,Lewis Miley,Newcastle,MID,4.5,55,1020,1,3,2,14,0,0,0,0,0,0,4,252,251.8,175.8,113.0,54.1,1.18,1.94,3.12,12.46,4.2,3.2,3.6,a,100.0,
White,Joe White,Newcastle,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Bradford City on loan for the rest of the season.
Osula,William Osula,Newcastle,FWD,5.4,18,213,1,1,1,4,0,0,0,0,0,0,0,60,41.2,14.2,68.0,12.1,0.64,0.03,0.67,3.27,0.0,1.8,0.2,i,0.0,Ankle injury - Expected back 31 Jan
Neave,Sean Neave,Newcastle,FWD,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Ramsdale,Aaron Ramsdale,Newcastle,GK,4.8,11,553,0,0,0,10,0,0,0,0,0,10,0,45,97.4,10.0,0.0,10.8,0.0,0.0,0.0,7.96,0.8,1.6,0.8,a,,
Thiaw,Malick Thiaw,Newcastle,DEF,5.1,75,1487,3,0,3,24,0,0,0,3,0,0,7,250,475.2,42.6,196.0,71.2,1.91,0.43,2.34,21.8,4.6,4.2,6.3,a,,
Seung soo,Seung-Soo Park,Newcastle,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,
Woltemade,Nick Woltemade,Newcastle,FWD,7.3,78,1258,7,3,5,18,1,0,0,0,0,0,10,279,341.6,162.2,362.0,86.1,6.04,0.75,6.79,16.49,4.4,4.3,15.7,a,,
Ruddy,John Ruddy,Newcastle,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Shahar,Leo Shahar,Newcastle,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Alabi,Sam Alabi,Newcastle,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Zinchenko,Oleksandr Zinchenko,Nott'm Forest,DEF,4.9,7,352,0,0,0,6,0,0,0,0,0,0,0,56,80.8,83.4,22.0,18.6,0.07,0.36,0.43,5.02,0.4,1.4,0.2,n,0.0,Ineligible to face his parent club on 17/1. - Expected back 25 Jan
McAtee,James McAtee,Nott'm Forest,MID,5.0,6,169,0,0,0,7,0,0,0,1,0,0,0,24,16.2,44.9,8.0,7.0,0.02,0.17,0.19,3.56,0.2,0.9,0.1,a,,
Sels,Matz Sels,Nott'm Forest,GK,4.6,44,1452,0,0,2,26,0,0,0,1,0,50,0,187,379.8,10.0,0.0,39.0,0.0,0.06,0.06,22.69,0.8,2.6,5.5,a,100.0,
C.Miguel,Carlos Miguel dos Santos Pereira,Nott'm Forest,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,Has joined Palmeiras permanently.
Turner,Matt Turner,Nott'm Forest,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,Has joined Lyon permanently.
Milenković,Nikola Milenković,Nott'm Forest,DEF,5.1,52,1890,0,0,3,34,1,0,0,4,0,0,1,182,387.8,35.7,88.0,51.4,0.72,0.41,1.13,28.82,2.0,2.5,3.2,a,,
Murillo,Murillo Costa dos Santos,Nott'm Forest,DEF,5.2,46,1279,1,0,2,22,1,0,0,3,0,0,3,178,359.8,63.2,67.0,49.1,0.48,0.4,0.88,18.79,2.0,3.1,1.9,a,100.0,
Aina,Ola Aina,Nott'm Forest,DEF,4.7,9,428,0,0,0,8,0,0,0,1,0,0,0,39,86.6,60.9,38.0,18.6,0.07,0.4,0.47,7.17,0.6,1.8,1.9,a,100.0,
N.Williams,Neco Williams,Nott'm Forest,DEF,4.7,59,1890,1,1,3,34,0,0,0,4,0,0,7,294,476.8,329.5,210.0,101.8,1.35,2.0,3.35,28.82,1.8,2.8,3.2,a,,
David Carmo,David Mota Veiga Teixeira do Carmo,Nott'm Forest,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Real Oviedo on loan for the rest of the season.
Jair Cunha,Jair Paula da Cunha Filho,Nott'm Forest,DEF,4.2,3,90,0,0,0,2,0,0,0,0,0,0,0,9,26.0,0.4,0.0,2.6,0.0,0.0,0.0,3.28,0.0,3.0,0.1,a,,
Morato,Felipe Rodrigues da Silva,Nott'm Forest,DEF,4.3,21,709,0,0,1,14,0,0,0,4,0,0,1,83,165.2,9.1,5.0,17.9,0.03,0.06,0.09,10.69,0.2,2.1,0.1,a,,
O.Richards,Omar Richards,Nott'm Forest,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Rio Ave on loan for the rest of the season.
Abbott,Zach Abbott,Nott'm Forest,DEF,3.8,1,45,0,0,0,1,0,0,0,0,0,0,0,5,15.6,0.6,0.0,1.6,0.0,0.0,0.0,0.63,0.0,1.0,0.3,a,,
Boly,Willy Boly,Nott'm Forest,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,100.0,
Gibbs-White,Morgan Gibbs-White,Nott'm Forest,MID,7.3,81,1782,5,1,3,31,0,0,0,0,0,0,7,323,328.8,384.5,408.0,111.9,5.7,1.67,7.37,27.73,4.6,3.9,2.9,a,100.0,
Hudson-Odoi,Callum Hudson-Odoi,Nott'm Forest,MID,5.7,53,1118,3,1,1,19,0,0,0,0,0,0,6,208,223.4,333.0,198.0,75.3,1.83,1.49,3.32,17.28,1.6,2.8,0.8,a,100.0,
Anderson,Elliot Anderson,Nott'm Forest,MID,5.3,87,1890,1,3,3,34,0,0,0,4,0,0,4,413,465.4,543.7,146.0,115.9,1.8,1.94,3.74,28.82,4.4,4.1,4.4,a,,
Jota,João Pedro Ferreira da Silva,Nott'm Forest,MID,5.4,1,11,0,0,0,0,0,0,0,0,0,0,0,6,5.0,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,u,0.0,has joined Besiktas on loan for the rest of the season.
Dominguez,Nicolás Domínguez,Nott'm Forest,MID,5.0,25,564,1,0,1,11,0,0,0,2,0,0,3,104,121.4,131.4,64.0,31.8,0.68,0.37,1.05,7.73,3.4,2.1,0.0,a,100.0,
